  -9.00000000      -9.00000000      -9.00000000       3.20930891E-02
  -8.00000000      -9.00000000      -9.00000000       6.31215647E-02
  -7.00000000      -9.00000000      -9.00000000       9.21078622E-02
  -6.00000000      -9.00000000      -9.00000000      0.118232459    
  -5.00000000      -9.00000000      -9.00000000      0.140876740    
  -4.00000000      -9.00000000      -9.00000000      0.159631833    
  -3.00000000      -9.00000000      -9.00000000      0.174275219    
  -2.00000000      -9.00000000      -9.00000000      0.184723735    
  -1.00000000      -9.00000000      -9.00000000      0.190975398    
   0.00000000      -9.00000000      -9.00000000      0.193054989    
   1.00000000      -9.00000000      -9.00000000      0.190975398    
   2.00000000      -9.00000000      -9.00000000      0.184723735    
   3.00000000      -9.00000000      -9.00000000      0.174275219    
   4.00000000      -9.00000000      -9.00000000      0.159631833    
   5.00000000      -9.00000000      -9.00000000      0.140876740    
   6.00000000      -9.00000000      -9.00000000      0.118232459    
   7.00000000      -9.00000000      -9.00000000       9.21078622E-02
   8.00000000      -9.00000000      -9.00000000       6.31215647E-02
   9.00000000      -9.00000000      -9.00000000       3.20930891E-02

  -9.00000000      -8.00000000      -9.00000000       6.31215647E-02
  -8.00000000      -8.00000000      -9.00000000      0.124150336    
  -7.00000000      -8.00000000      -9.00000000      0.181164384    
  -6.00000000      -8.00000000      -9.00000000      0.232552290    
  -5.00000000      -8.00000000      -9.00000000      0.277097076    
  -4.00000000      -8.00000000      -9.00000000      0.313993841    
  -3.00000000      -8.00000000      -9.00000000      0.342803717    
  -2.00000000      -8.00000000      -9.00000000      0.363361746    
  -1.00000000      -8.00000000      -9.00000000      0.375662863    
   0.00000000      -8.00000000      -9.00000000      0.379754901    
   1.00000000      -8.00000000      -9.00000000      0.375662863    
   2.00000000      -8.00000000      -9.00000000      0.363361746    
   3.00000000      -8.00000000      -9.00000000      0.342803717    
   4.00000000      -8.00000000      -9.00000000      0.313993841    
   5.00000000      -8.00000000      -9.00000000      0.277097076    
   6.00000000      -8.00000000      -9.00000000      0.232552290    
   7.00000000      -8.00000000      -9.00000000      0.181164399    
   8.00000000      -8.00000000      -9.00000000      0.124150336    
   9.00000000      -8.00000000      -9.00000000       6.31215647E-02

  -9.00000000      -7.00000000      -9.00000000       9.21078622E-02
  -8.00000000      -7.00000000      -9.00000000      0.181164384    
  -7.00000000      -7.00000000      -9.00000000      0.264367074    
  -6.00000000      -7.00000000      -9.00000000      0.339365214    
  -5.00000000      -7.00000000      -9.00000000      0.404382646    
  -4.00000000      -7.00000000      -9.00000000      0.458242953    
  -3.00000000      -7.00000000      -9.00000000      0.500303090    
  -2.00000000      -7.00000000      -9.00000000      0.530319273    
  -1.00000000      -7.00000000      -9.00000000      0.548281133    
   0.00000000      -7.00000000      -9.00000000      0.554256499    
   1.00000000      -7.00000000      -9.00000000      0.548281133    
   2.00000000      -7.00000000      -9.00000000      0.530319273    
   3.00000000      -7.00000000      -9.00000000      0.500303090    
   4.00000000      -7.00000000      -9.00000000      0.458242953    
   5.00000000      -7.00000000      -9.00000000      0.404382646    
   6.00000000      -7.00000000      -9.00000000      0.339365244    
   7.00000000      -7.00000000      -9.00000000      0.264367074    
   8.00000000      -7.00000000      -9.00000000      0.181164399    
   9.00000000      -7.00000000      -9.00000000       9.21078622E-02

  -9.00000000      -6.00000000      -9.00000000      0.118232459    
  -8.00000000      -6.00000000      -9.00000000      0.232552290    
  -7.00000000      -6.00000000      -9.00000000      0.339365214    
  -6.00000000      -6.00000000      -9.00000000      0.435655326    
